,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total
15188,Borderlands,PS3,2009.0,Shooter,Take-Two Interactive,1200.0,620.0,0.0,290.0,2110.0
15189,TrackMania Turbo,PS4,2016.0,Action,Ubisoft,30.0,240.0,0.0,50.0,320.0
15190,Franklin: A Birthday Surprise,PS2,2006.0,Misc,Game Factory,10.0,10.0,0.0,0.0,20.0
15191,Ultimate Spider-Man,GBA,2005.0,Action,Activision,220.0,80.0,0.0,10.0,310.0
15192,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010.0,Misc,D3Publisher,0.0,0.0,40.0,0.0,40.0
15193,Plants vs. Zombies: Garden Warfare,X360,2014.0,Shooter,Electronic Arts,510.0,540.0,0.0,100.0,1150.0
15194,The Grinch,PS,1999.0,Adventure,Konami Digital Entertainment,290.0,200.0,0.0,30.0,520.0
15195,Spartan: Total Warrior,XB,2005.0,Action,Sega,100.0,30.0,0.0,0.0,130.0
15196,Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,90.0,110.0,0.0,40.0,240.0
15197,Momotarou Dentetsu DS: Tokyo & Japan,DS,2007.0,Misc,Hudson Soft,0.0,0.0,340.0,0.0,340.0
15198,Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,Activision Value,370.0,290.0,0.0,100.0,760.0
15199,Zoo Vet: Endangered Animals,DS,2008.0,Simulation,505 Games,30.0,0.0,0.0,0.0,30.0
15200,WWF Raw,XB,2002.0,Fighting,THQ,400.0,130.0,0.0,20.0,550.0
15201,DiRT 2,PS3,2009.0,Racing,Codemasters,270.0,530.0,0.0,200.0,1000.0
15202,Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,250.0,190.0,20.0,60.0,520.0
15203,ESPN NFL Football,PS2,2003.0,Sports,Sega,270.0,210.0,0.0,70.0,550.0
15204,Dynasty Warriors 6 Empires,PS3,2009.0,Action,Tecmo Koei,140.0,30.0,150.0,20.0,340.0
15205,Pac-Man World Rally,PS2,2006.0,Racing,Namco Bandai Games,10.0,10.0,0.0,0.0,20.0
15206,Supreme Commander: Forged Alliance,PC,2007.0,Strategy,THQ,10.0,20.0,0.0,10.0,40.0
15207,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010.0,Fighting,Falcom Corporation,0.0,0.0,60.0,0.0,60.0
15208,Guilty Gear Judgment,PSP,2006.0,Fighting,Majesco Entertainment,130.0,0.0,20.0,10.0,160.0
15209,Race Driver 2006,PSP,2006.0,Racing,Codemasters,30.0,0.0,0.0,0.0,30.0
15210,Kidou Senshi Gundam 00,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,80.0,0.0,80.0
15212,Tiger Woods PGA Tour 10,Wii,2009.0,Sports,Electronic Arts,610.0,370.0,0.0,110.0,1090.0
15213,Kinetica,PS2,2001.0,Racing,Sony Computer Entertainment,160.0,120.0,0.0,40.0,320.0
15214,Populous: The Beginning,PS,1998.0,Strategy,Electronic Arts,50.0,40.0,0.0,10.0,100.0
15215,Bank Heist,2600,1982.0,Action,20th Century Fox Video Games,320.0,20.0,0.0,0.0,340.0
15217,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008.0,Misc,Benesse,0.0,0.0,60.0,0.0,60.0
15218,Alter Echo,PS2,2003.0,Shooter,THQ,60.0,50.0,0.0,20.0,130.0
15219,Tales of Symphonia,GC,2003.0,Role-Playing,Nintendo,540.0,210.0,310.0,40.0,1100.0
15220,2010 FIFA World Cup South Africa,PS3,2010.0,Sports,Electronic Arts,300.0,640.0,70.0,220.0,1230.0
15221,Operation Flashpoint: Elite,XB,2005.0,Shooter,Codemasters,30.0,10.0,0.0,0.0,40.0
15222,Tom Clancy's Classic Trilogy,XB,2004.0,Shooter,Ubisoft,70.0,20.0,0.0,0.0,90.0
15223,Love Plus +,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,230.0,0.0,230.0
15224,The Legend of Spyro: Dawn of the Dragon,DS,2008.0,Platform,Vivendi Games,260.0,150.0,0.0,50.0,460.0
15225,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011.0,Action,Namco Bandai Games,0.0,0.0,20.0,0.0,20.0
15226,PES 2009: Pro Evolution Soccer,PS2,2008.0,Sports,Konami Digital Entertainment,130.0,70.0,260.0,2050.0,2510.0
15227,Asphalt: Urban GT,DS,2004.0,Racing,Ubisoft,310.0,220.0,0.0,60.0,590.0
15228,WWE SmackDown vs. Raw 2010,PS2,2009.0,Fighting,THQ,530.0,10.0,0.0,540.0,1080.0
15229,"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010.0,Sports,Black Bean Games,120.0,20.0,0.0,10.0,150.0
15230,Batman: The Brave and the Bold the Videogame,DS,2010.0,Action,Warner Bros. Interactive Entertainment,240.0,40.0,0.0,20.0,300.0
15231,SpongeBob's Surf & Skate Roadtrip,X360,2011.0,Action,THQ,150.0,30.0,0.0,10.0,190.0
15232,Tom Clancy's Rainbow Six 3,PS2,2004.0,Shooter,Ubisoft,400.0,310.0,0.0,100.0,810.0
15234,Hot Potato!,GBA,2001.0,Action,BAM! Entertainment,30.0,10.0,0.0,0.0,40.0
15235,Michael Jackson: The Experience,PS3,2011.0,Misc,Ubisoft,250.0,200.0,0.0,80.0,530.0
15236,Monster Jam: Path of Destruction,PSP,2010.0,Racing,Activision,70.0,0.0,0.0,10.0,80.0
15237,Fritz Chess,DS,2009.0,Strategy,Deep Silver,20.0,0.0,0.0,0.0,20.0
15238,SD Gundam G Generation: Gather Beat 2,WS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,30.0,0.0,30.0
15239,Jinsei Game Wii,Wii,2007.0,Misc,Takara Tomy,0.0,0.0,20.0,0.0,20.0
15240,Stoked: Big Air Edition,X360,2009.0,Sports,Namco Bandai Games,20.0,20.0,0.0,0.0,40.0
15241,The Chronicles of Narnia: Prince Caspian,PS2,2008.0,Action,Disney Interactive Studios,200.0,150.0,0.0,50.0,400.0
15242,Personal Trainer: Math,DS,2007.0,Puzzle,Nintendo,490.0,1120.0,0.0,90.0,1700.0
15243,Rango: The Video Game,DS,2011.0,Action,Electronic Arts,70.0,30.0,0.0,10.0,110.0
15244,Pro Baseball Spirits 2015,PSV,2015.0,Action,Konami Digital Entertainment,0.0,0.0,130.0,0.0,130.0
15245,Gem Quest: 4 Elements,DS,2011.0,Puzzle,Mastertronic,50.0,50.0,0.0,10.0,110.0
15246,GT Advance Championship Racing,GBA,2001.0,Racing,THQ,240.0,90.0,0.0,10.0,340.0
15247,Tomb Raider: The Last Revelation,PS,1998.0,Action,Eidos Interactive,1150.0,1140.0,60.0,130.0,2480.0
15248,Theme Park Roller Coaster,PS2,2000.0,Strategy,Electronic Arts,230.0,180.0,0.0,60.0,470.0
15249,Winning Post 5,PS2,2001.0,Sports,Tecmo Koei,0.0,0.0,130.0,0.0,130.0
15250,NHL 15,X360,2014.0,Sports,Electronic Arts,350.0,70.0,0.0,40.0,460.0
15251,FIFA Soccer 10,PSP,2009.0,Sports,Electronic Arts,150.0,680.0,10.0,320.0,1160.0
15252,Motocross Mania 3,PS2,2004.0,Racing,Take-Two Interactive,50.0,40.0,0.0,10.0,100.0
15253,NBA Live 2005,PS2,2004.0,Sports,Electronic Arts,2029.9999999999998,210.0,0.0,350.0,2590.0
15254,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997.0,Shooter,Namco Bandai Games,0.0,0.0,150.0,0.0,150.0
15255,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008.0,Misc,Sega,0.0,0.0,20.0,0.0,20.0
15256,Nicktoons: Freeze Frame Frenzy,GBA,2004.0,Action,THQ,290.0,110.0,0.0,10.0,410.0
15257,Starcraft 64,N64,2000.0,Strategy,Nintendo,130.0,30.0,0.0,0.0,160.0
15258,Sid Meier's Civilization: Beyond Earth,PC,2014.0,Strategy,Take-Two Interactive,110.0,220.0,0.0,30.0,360.0
15259,Sword of Mana,GBA,2003.0,Role-Playing,Nintendo,310.0,110.0,300.0,20.0,740.0
15260,Viewtiful Joe 2,PS2,2004.0,Action,Capcom,100.0,80.0,0.0,30.0,210.0
15261,Petz: Hamsterz Bunch,PSP,2009.0,Simulation,Ubisoft,60.0,0.0,0.0,10.0,70.0
15262,Tomb Raider: The Last Revelation,PC,1998.0,Action,Eidos Interactive,410.0,0.0,0.0,0.0,410.0
15263,Fading Shadows,PSP,2008.0,Puzzle,Ivolgamus,30.0,0.0,0.0,0.0,30.0
15264,ATV Offroad Fury 2,PS2,2002.0,Racing,THQ,1920.0,200.0,0.0,60.0,2180.0
15265,Mario Party 8,Wii,2007.0,Misc,Nintendo,3810.0,2300.0,1580.0,730.0,8420.0
15266,Colin McRae Rally 04,XB,2004.0,Racing,Codemasters,80.0,20.0,0.0,0.0,100.0
15267,Torneko no Daibouken: Fushigi no Dungeon,SNES,1993.0,Role-Playing,ChunSoft,0.0,0.0,780.0,0.0,780.0
15268,Thief (2014),PC,2014.0,Action,Square Enix,0.0,90.0,0.0,20.0,110.0
15269,Jikkyou Powerful Major League,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,220.0,0.0,220.0
15270,Tales of the World: Radiant Mythology 3,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,280.0,0.0,280.0
15271,Dragon Age: Origins - Ultimate Edition,PC,2010.0,Role-Playing,Electronic Arts,0.0,120.0,0.0,20.0,140.0
15272,Jikkyou Powerful Pro Yakyuu 2012,PSV,2012.0,Action,Konami Digital Entertainment,0.0,0.0,90.0,0.0,90.0
15273,NHL 2K6,X360,2005.0,Sports,Take-Two Interactive,90.0,0.0,0.0,10.0,100.0
15274,Fast Food Panic,Wii,2009.0,Simulation,Nobilis,60.0,0.0,0.0,0.0,60.0
15275,Doko Demo Issyo,PS,1999.0,Misc,Sony Computer Entertainment,0.0,0.0,1000.0,70.0,1070.0
15276,The King of Fighters XII,X360,2009.0,Fighting,Ignition Entertainment,90.0,0.0,10.0,10.0,110.0
15277,Tetris Worlds,GBA,2001.0,Puzzle,THQ,1250.0,390.0,0.0,60.0,1700.0
15278,All Grown Up! Express Yourself,GBA,2004.0,Misc,THQ,130.0,50.0,0.0,0.0,180.0
15279,SD Gundam G Generation,PS,1998.0,Strategy,Namco Bandai Games,0.0,0.0,670.0,50.0,720.0
15280,Command & Conquer Renegade,PC,2002.0,Shooter,Electronic Arts,0.0,10.0,0.0,0.0,10.0
15281,Resident Evil 4,PC,2007.0,Action,Ubisoft,0.0,20.0,0.0,10.0,30.0
15282,F1 2013,X360,2013.0,Racing,Codemasters,10.0,280.0,0.0,30.0,320.0
15283,Millipede,2600,1983.0,Shooter,Atari,450.0,30.0,0.0,10.0,490.0
15284,Keshisasu-Kun: Battle Kas-tival,DS,2010.0,Action,Konami Digital Entertainment,0.0,0.0,30.0,0.0,30.0
15285,NCAA College Basketball 2K3,XB,2002.0,Sports,Sega,110.0,30.0,0.0,10.0,150.0
15286,V-Rally 3,XB,2003.0,Racing,Atari,10.0,0.0,0.0,0.0,10.0
15287,True Pinball,PS,1996.0,Misc,Ocean,20.0,10.0,0.0,0.0,30.0
15288,Dark Souls,X360,2011.0,Role-Playing,Namco Bandai Games,640.0,280.0,0.0,80.0,1000.0
15289,Disney Planes Fire & Rescue,Wii,2014.0,Action,Disney Interactive Studios,0.0,50.0,0.0,0.0,50.0
15290,Turok,PS3,2008.0,Action,Touchstone,350.0,220.0,10.0,100.0,680.0
15291,Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,1990.0,1050.0,50.0,220.0,3310.0
15292,Zero4 Champ RR-Z,SNES,1995.0,Racing,Media Rings,0.0,0.0,100.0,0.0,100.0
15293,Monster Madness: Grave Danger,PS3,2008.0,Shooter,SouthPeak Games,50.0,10.0,0.0,10.0,70.0
15294,Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Computer Entertainment,2140.0,1210.0,10.0,170.0,3530.0
15295,Dead Space,PS3,2008.0,Action,Electronic Arts,1050.0,670.0,0.0,300.0,2020.0
15296,NCAA March Madness 2004,PS2,2003.0,Sports,Electronic Arts,500.0,390.0,0.0,130.0,1020.0
15297,Yogi Bear: The Video Game,Wii,2010.0,Action,D3Publisher,60.0,50.0,0.0,10.0,120.0
15298,Seven Samurai 20XX,PS2,2004.0,Action,Sega,40.0,30.0,0.0,10.0,80.0
15299,The Crow: City of Angels,PS,1997.0,Action,Acclaim Entertainment,10.0,10.0,0.0,0.0,20.0
15300,Terranigma,SNES,1995.0,Role-Playing,Nintendo,0.0,0.0,90.0,0.0,90.0
15301,Kamen Rider: Dragon Knight,Wii,2009.0,Fighting,D3Publisher,60.0,0.0,0.0,0.0,60.0
15302,Family Feud: 2012 Edition,Wii,2011.0,Misc,Ubisoft,190.0,0.0,0.0,10.0,200.0
15303,My English Coach: Para Hispanoparlantes,DS,2009.0,Misc,Ubisoft,80.0,0.0,0.0,10.0,90.0
15304,Kakuto Chojin,XB,2002.0,Fighting,Microsoft Game Studios,40.0,10.0,0.0,0.0,50.0
15305,Indiana Jones and the Emperor's Tomb,XB,2003.0,Action,LucasArts,140.0,40.0,0.0,10.0,190.0
15306,DanceMasters,X360,2010.0,Misc,Konami Digital Entertainment,150.0,20.0,20.0,10.0,200.0
15307,Fire Emblem Fates,3DS,2015.0,Role-Playing,Nintendo,710.0,220.0,520.0,100.0,1550.0
15308,Star Soldier,NES,1986.0,Shooter,Hudson Soft,320.0,60.0,570.0,10.0,960.0
15309,"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011.0,Platform,Asylum Entertainment,0.0,60.0,0.0,10.0,70.0
15310,"Warhammer 40,000: Space Marine",PC,2011.0,Shooter,THQ,90.0,90.0,0.0,30.0,210.0
15311,Mass Effect Trilogy,X360,2012.0,Action,Electronic Arts,280.0,100.0,0.0,30.0,410.0
15312,Pro Yaky? Spirits 2012,PSP,2012.0,Sports,Konami Digital Entertainment,0.0,0.0,200.0,0.0,200.0
15313,Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,1400.0,1070.0,80.0,470.0,3020.0
15314,Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,3210.0,1530.0,10.0,380.0,5130.0
15315,DT Racer,PS2,2005.0,Racing,XS Games,60.0,50.0,0.0,20.0,130.0
15316,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,Ubisoft,870.0,50.0,20.0,80.0,1020.0
15318,Just Cause 2,PS3,2010.0,Action,Square Enix,450.0,940.0,60.0,330.0,1780.0
15319,Rugby 15,X360,2015.0,Sports,Bigben Interactive,0.0,50.0,0.0,0.0,50.0
15320,Tom Clancy's Ghost Recon: Future Soldier,PS3,2012.0,Shooter,Ubisoft,410.0,330.0,90.0,120.0,950.0
15321,PDC World Championship Darts: Pro Tour,Wii,2010.0,Sports,O-Games,0.0,100.0,0.0,10.0,110.0
15322,Rampage 2: Universal Tour,N64,1999.0,Action,GT Interactive,180.0,40.0,0.0,0.0,220.0
15323,Army Men: Air Combat,N64,2000.0,Action,3DO,190.0,50.0,0.0,0.0,240.0
15324,RPG Maker 3,PS2,2004.0,Role-Playing,Enterbrain,30.0,20.0,0.0,10.0,60.0
15325,SNK vs. Capcom Card Fighters DS,DS,2006.0,Strategy,Ignition Entertainment,90.0,0.0,0.0,10.0,100.0
15326,Darkstalkers Resurrection,PS3,2013.0,Fighting,Capcom,0.0,0.0,30.0,0.0,30.0
15327,Puyo Puyo! 15th Anniversary,DS,2006.0,Puzzle,Sega,0.0,0.0,280.0,0.0,280.0
15328,LEGO The Lord of the Rings,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,100.0,150.0,0.0,70.0,320.0
15329,RPG Maker II,PS2,2002.0,Role-Playing,Enterbrain,60.0,50.0,0.0,20.0,130.0
15330,Tales of the World: Radiant Mythology 2,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,330.0,0.0,330.0
15331,Shaun White Snowboarding,DS,2008.0,Sports,Ubisoft,210.0,0.0,0.0,20.0,230.0
15333,Fishdom 2 Deluxe,PC,2010.0,Puzzle,Rondomedia,0.0,20.0,0.0,10.0,30.0
15334,Merv Griffin's Crosswords,DS,2008.0,Puzzle,ValuSoft,30.0,0.0,0.0,0.0,30.0
15335,LEGO City Undercover,3DS,2013.0,Platform,Nintendo,510.0,750.0,70.0,120.0,1450.0
15336,Speed Racer: The Videogame,PS2,2008.0,Racing,Warner Bros. Interactive Entertainment,100.0,80.0,0.0,30.0,210.0
15337,The Idolm@ster: Dearly Stars,DS,2009.0,Adventure,Namco Bandai Games,0.0,0.0,50.0,0.0,50.0
15338,Transformers: Prime,3DS,2012.0,Action,Activision,130.0,30.0,0.0,10.0,170.0
15339,UEFA Champions League 2006-2007,PSP,2007.0,Sports,Electronic Arts,10.0,0.0,0.0,0.0,10.0
15340,FIFA Soccer 08,PC,2007.0,Sports,Electronic Arts,0.0,10.0,0.0,0.0,10.0
15341,The Walking Dead: Season Two,PS4,2014.0,Adventure,Telltale Games,100.0,90.0,10.0,40.0,240.0
15342,The Lord of the Rings: The Return of the King,GBA,2003.0,Action,Electronic Arts,400.0,150.0,0.0,10.0,560.0
15343,Classic NES Series: Castlevania,GBA,2004.0,Platform,Nintendo,170.0,60.0,90.0,10.0,330.0
15344,Durarara!! 3way Standoff: Alley,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,40.0,0.0,40.0
15345,Super Robot Taisen A Portable,PSP,2008.0,Strategy,Namco Bandai Games,0.0,0.0,180.0,0.0,180.0
15346,Resident Evil - Code: Veronica X,PS2,2001.0,Action,Capcom,1080.0,700.0,340.0,210.0,2330.0
15347,Sniper Elite 3,PS3,2014.0,Shooter,505 Games,100.0,150.0,0.0,60.0,310.0
15348,Digimon World: Data Squad,PS2,2006.0,Role-Playing,Namco Bandai Games,120.0,90.0,0.0,30.0,240.0
15349,"Murder, She Wrote",PC,2009.0,Adventure,Focus Home Interactive,0.0,40.0,0.0,10.0,50.0
15350,Air Conflicts: Secret Wars,PS3,2011.0,Simulation,bitComposer Games,100.0,60.0,0.0,30.0,190.0
15351,Fossil Fighters,DS,2008.0,Role-Playing,Nintendo,840.0,0.0,0.0,60.0,900.0
15352,Classic NES Series: Metroid,GBA,2004.0,Adventure,Nintendo,260.0,100.0,70.0,10.0,440.0
15353,Danny Phantom: Urban Jungle,DS,2006.0,Action,THQ,40.0,0.0,0.0,0.0,40.0
15354,Tony Hawk's American Sk8land,GBA,2005.0,Sports,Activision,170.0,60.0,0.0,0.0,230.0
15355,Stunt GP,PS2,2001.0,Racing,Titus,20.0,20.0,0.0,10.0,50.0
15356,Barnyard,GC,2006.0,Action,THQ,90.0,20.0,0.0,0.0,110.0
15357,LEGO Batman 2: DC Super Heroes,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,410.0,270.0,0.0,60.0,740.0
15358,Crackdown 2,X360,2010.0,Shooter,Microsoft Game Studios,630.0,370.0,20.0,100.0,1120.0
15359,All Star Cheer Squad,Wii,2008.0,Sports,THQ,430.0,290.0,0.0,80.0,800.0
15360,Just Dance 2014,PS3,2013.0,Misc,Ubisoft,170.0,150.0,0.0,70.0,390.0
15361,Xbox Music Mixer,XB,2003.0,Misc,Microsoft Game Studios,260.0,80.0,0.0,10.0,350.0
15362,Blitz: Overtime,PSP,2006.0,Sports,Midway Games,90.0,0.0,0.0,10.0,100.0
15363,Ice Age: Dawn of the Dinosaurs,PC,2009.0,Action,Activision,20.0,0.0,0.0,0.0,20.0
15364,Metal Gear Solid 2: Substance,PS2,2002.0,Action,Konami Digital Entertainment,180.0,140.0,160.0,50.0,530.0
15365,MTV Music Generator,PS,1999.0,Misc,Codemasters,260.0,180.0,0.0,30.0,470.0
15366,Homefront,X360,2011.0,Shooter,THQ,830.0,480.0,20.0,120.0,1450.0
15367,"Flower, Sun, and Rain",DS,2008.0,Adventure,Rising Star Games,70.0,0.0,0.0,10.0,80.0
15369,Hot Wheels: Stunt Track Challenge,PS2,2004.0,Racing,THQ,290.0,230.0,0.0,80.0,600.0
15370,Triple Play 2000,N64,1999.0,Sports,Electronic Arts,270.0,10.0,0.0,0.0,280.0
15371,Let's Ride! Friends Forever,DS,2008.0,Adventure,THQ,70.0,0.0,0.0,0.0,70.0
15372,Sonny with a Chance,DS,2010.0,Action,Disney Interactive Studios,120.0,20.0,0.0,10.0,150.0
15373,Suzumiya Haruhi no Tomadoi,PS2,2008.0,Adventure,Banpresto,0.0,0.0,130.0,0.0,130.0
15374,FIFA Soccer 13,PSP,2012.0,Action,Electronic Arts,50.0,190.0,20.0,100.0,360.0
15375,Guild Wars 2,PC,2012.0,Action,NCSoft,950.0,1060.0,0.0,290.0,2300.0
15376,Robotica,SAT,1994.0,Shooter,Sega,0.0,0.0,60.0,0.0,60.0
15377,Grand Knights History,PSP,2011.0,Role-Playing,Marvelous Interactive,0.0,0.0,130.0,0.0,130.0
15378,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008.0,Role-Playing,Sega,0.0,0.0,20.0,0.0,20.0
15379,Brunswick Circuit Pro Bowling 2,PS,2000.0,Sports,THQ,60.0,40.0,0.0,10.0,110.0
15380,Dora the Explorer: Dora Saves the Mermaids,PS2,2008.0,Platform,Take-Two Interactive,60.0,50.0,0.0,20.0,130.0
15381,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016.0,Action,Namco Bandai Games,0.0,20.0,0.0,0.0,20.0
15382,Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009.0,Action,Activision,270.0,140.0,0.0,40.0,450.0
15383,Little League World Series Baseball 2009,Wii,2009.0,Sports,Activision,150.0,0.0,0.0,10.0,160.0
15384,The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013.0,Role-Playing,Falcom Corporation,0.0,0.0,10.0,0.0,10.0
15385,Thrillville: Off the Rails,X360,2007.0,Strategy,LucasArts,130.0,20.0,0.0,10.0,160.0
15386,Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,40.0,0.0,40.0
15387,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006.0,Role-Playing,Square Enix,0.0,0.0,290.0,0.0,290.0
15388,Homefront: The Revolution,PC,2016.0,Shooter,Deep Silver,0.0,20.0,0.0,0.0,20.0
15389,Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,1290.0,1270.0,60.0,500.0,3120.0
15390,Dancing with the Stars: We Dance!,Wii,2008.0,Misc,Activision,360.0,0.0,0.0,30.0,390.0
15391,Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,60.0,0.0,60.0
15392,Valhalla Knights,PSP,2006.0,Role-Playing,Rising Star Games,150.0,0.0,70.0,10.0,230.0
15393,Shining Blade,PSP,2012.0,Role-Playing,Sega,0.0,0.0,200.0,0.0,200.0
15394,Hero Bank,3DS,2014.0,Role-Playing,Sega,0.0,0.0,70.0,0.0,70.0
15395,Jampack Vol. 2,PS,1996.0,Misc,Sony Computer Entertainment,300.0,200.0,0.0,30.0,530.0
15396,Dewy's Adventure,Wii,2007.0,Platform,Konami Digital Entertainment,140.0,0.0,10.0,10.0,160.0
15397,Mahjong Fight Club,PSP,2004.0,Misc,Konami Digital Entertainment,0.0,0.0,170.0,0.0,170.0
15398,Crash Bandicoot: The Wrath of Cortex,GC,2002.0,Platform,Universal Interactive,460.0,120.0,0.0,20.0,600.0
15399,Hatsune Miku: Project Mirai DX,3DS,2015.0,Misc,Sega,150.0,40.0,100.0,20.0,310.0
15400,TRON: Evolution,PC,2010.0,Action,Disney Interactive Studios,60.0,0.0,0.0,0.0,60.0
15401,Petz: Dogz Family,PSP,2009.0,Simulation,Ubisoft,50.0,20.0,0.0,10.0,80.0
15403,Super Monkey Ball: Step & Roll,Wii,2010.0,Action,Sega,170.0,200.0,0.0,40.0,410.0
15404,NBA Live 2004,XB,2003.0,Sports,Electronic Arts,440.0,40.0,0.0,20.0,500.0
15405,NBA In The Zone '99,N64,1998.0,Sports,Konami Digital Entertainment,40.0,0.0,0.0,0.0,40.0
15407,Defendin' De Penguin,DS,2008.0,Strategy,Zushi Games,20.0,0.0,0.0,0.0,20.0
15408,Pilotwings 64,N64,1996.0,Simulation,Nintendo,560.0,240.0,300.0,20.0,1120.0
15409,Harry Potter Collection,PS2,2006.0,Misc,Electronic Arts,280.0,210.0,0.0,70.0,560.0
15410,Arcana Heart 3,PSV,2014.0,Fighting,Arc System Works,30.0,0.0,20.0,10.0,60.0
15412,Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,Xplosiv,50.0,0.0,0.0,10.0,60.0
15413,SD Gundam G Generation-F.I.F,PS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,110.0,10.0,120.0
15414,Cars 2,X360,2011.0,Racing,Disney Interactive Studios,280.0,170.0,0.0,50.0,500.0
15415,Shadow of Destiny,PSP,2009.0,Adventure,Konami Digital Entertainment,70.0,0.0,0.0,10.0,80.0
15416,Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008.0,Adventure,D3Publisher,0.0,0.0,20.0,0.0,20.0
15417,Child of Light,PS4,2014.0,Role-Playing,Ubisoft,0.0,10.0,40.0,0.0,50.0
15418,Need for Speed: Most Wanted,XB,2005.0,Racing,Electronic Arts,530.0,460.0,0.0,50.0,1040.0
15419,Just Dance 2014,PS4,2013.0,Misc,Ubisoft,180.0,160.0,0.0,50.0,390.0
15420,Tom Clancy's Ghost Recon 2,XB,2004.0,Shooter,Ubisoft,860.0,450.0,0.0,60.0,1370.0
15421,Star Wars: Battlefront II,PSP,2005.0,Shooter,LucasArts,1050.0,60.0,10.0,110.0,1230.0
15422,Resonance of Fate,X360,2010.0,Role-Playing,Sega,120.0,130.0,60.0,30.0,340.0
15423,FIFA Street,X360,2012.0,Sports,Electronic Arts,170.0,650.0,0.0,100.0,920.0
15424,Raw Danger!,PS2,2006.0,Action,505 Games,20.0,10.0,0.0,0.0,30.0
15425,NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,60.0,0.0,0.0,10.0,70.0
15427,Dream C Club,PS3,2012.0,Simulation,D3Publisher,0.0,0.0,20.0,0.0,20.0
15428,Scooby-Doo! Unmasked,XB,2005.0,Platform,THQ,60.0,20.0,0.0,0.0,80.0
15429,Yars' Revenge,2600,1982.0,Shooter,Atari,730.0,40.0,0.0,10.0,780.0
15430,Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,Electronic Arts,280.0,400.0,0.0,90.0,770.0
15431,NHL 2004,XB,2003.0,Sports,Electronic Arts,130.0,40.0,0.0,10.0,180.0
15432,Far Cry 2,X360,2008.0,Action,Ubisoft,710.0,690.0,20.0,180.0,1600.0
15433,Goblin Commander: Unleash the Horde,PS2,2003.0,Strategy,Jaleco,80.0,70.0,0.0,20.0,170.0
15434,Disney's Party,GC,2002.0,Misc,Electronic Arts,40.0,10.0,0.0,0.0,50.0
15435,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,20.0,0.0,20.0
15436,The Bard's Tale,XB,2004.0,Role-Playing,Ubisoft,80.0,20.0,0.0,0.0,100.0
15437,Skylanders SWAP Force,X360,2013.0,Platform,Activision,860.0,360.0,0.0,110.0,1330.0
15438,World of Goo,PC,2008.0,Puzzle,2D Boy,0.0,30.0,0.0,10.0,40.0
